发生日期,基金编号,基金名称,证券代码,证券名称,委托方向,成交数量,成交金额,成交次数,成交均价,成交最低价,成交最高价,市场成交均价,最新价,数量成交比例(%),持仓,市场成交金额,成交均价(全价),交易市场,市场成交数量,组合编号,组合名称,委托数量,市场最高价,市场最低价,委托次数,交易员,资产类别,涨跌幅(%),金额成交比例(%),价格差额比例(%),指令数量,资产单元序号,资产单元名称,币种,交易席位,投资类型,资产单元编号,股东代码,成交量占昨日持仓量(%),指令下达人,本币币种,本币成交金额,指令操作级别,账户组类型,账户组,成交金额占净值(%),券商编号,券商名称,业务分类
2012-12-10,1,德邦优化配置,300145,南方泵业,买入,196728,3421127.69,134,17.39014116,17.19,17.6,17.53,17.65,11.2025,388700,30781234.57,17.39014116,深交所A,1756114,10000000,缺省组合,199883,17.75,17.1,82,罗韵峰,股票资产,1.5535,11.1143,0.7867,200000,1,缺省单元,人民币,391852,可交易,1,N/A,102.4774446,白仲光-基金经理,人民币,3421127.69,无, , ,2.4006,,,交易所业务
2012-12-10,3,德邦佰睿吉1号,601166,兴业银行,买入,500000,7058549.6,111,14.1170992,14.11,14.13,14.17,14.18,0.3418,500000,2072786250,14.1170992,上交所A,146303204,30000000,缺省组合,500000,14.26,14.04,7,罗韵峰,股票资产,0.7102,0.3405,0.3572,500000,2,缺省单元,人民币,22420,可交易,77010500,N/A,0,余鹏举,人民币,7058549.6,无, , ,19.1385,,,交易所业务
2012-12-10,3,德邦佰睿吉1号,002690,美亚光电,买入,50000,999500,4,19.99,19.99,19.99,20.2,20.37,4.7365,351917,21323726.44,19.99,深交所A,1055626,30000000,缺省组合,50000,20.42,19.99,2,罗韵峰,股票资产,1.0417,4.6873,1.0401,90000,2,缺省单元,人民币,210301,可交易,77010500,N/A,16.56084288,余鹏举,人民币,999500,无, , ,2.7100,,,交易所业务
2012-12-11,1,德邦优化配置,600036,招商银行,卖出,100000,1094793,13,10.94793,10.93,10.96,10.98,10.99,0.1426,199935,770027826,10.94793,上交所A,70145022,10000000,缺省组合,100000,11.06,10.89,1,高继萍-交易员,股票资产,0.1823,0.1422,-0.2715,100000,1,缺省单元,人民币,24978,可交易,1,N/A,33.34055712,白仲光-基金经理,人民币,1094793,无, , ,0.7785,,,交易所业务
2012-12-11,1,德邦优化配置,600292,九龙电力,买入,400000,4393447.99,151,10.98361998,10.91,11,10.95,10.85,20.2939,401200,21582251,10.98361998,上交所A,1971039,10000000,缺省组合,400000,11.07,10.84,54,混合,股票资产,-2.2523,20.3568,-0.3096,400000,1,缺省单元,人民币,24978,可交易,1,N/A,33333.33333,白仲光-基金经理,人民币,4393447.99,无, , ,3.1243,,,交易所业务
2012-12-11,1,德邦优化配置,600376,首开股份,卖出,200000,2201926.56,38,11.0096328,11,11.05,11.1,11.1,2.3462,0,94632210,11.0096328,上交所A,8524584,10000000,缺省组合,200000,11.25,10.97,12,高继萍-交易员,股票资产,-0.8929,2.3268,-0.8242,200000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2201926.56,无, , ,1.5659,,,交易所业务
2012-12-11,1,德邦优化配置,600426,华鲁恒升,买入,399949,2694462.24,69,6.737014569,6.7,6.79,6.69,6.63,2.5772,399949,103885325,6.737014569,上交所A,15518496,10000000,缺省组合,399949,6.83,6.56,12,罗韵峰,股票资产,-0.1506,2.5937,-0.6379,400000,1,缺省单元,人民币,24978,可交易,1,N/A,0,白仲光-基金经理,人民币,2694462.24,无, , ,1.9161,,,交易所业务
2012-12-11,1,德邦优化配置,600563,法拉电子,买入,100000,1299934,72,12.99934,12.98,13,13.02,13.01,7.3821,357601,1.76E+07,12.99934,上交所A,1354628,10000000,缺省组合,100000,13.14,12.95,49,罗韵峰,股票资产,-0.9139,7.3694,0.1728,100000,1,缺省单元,人民币,24978,可交易,1,N/A,38.81972508,白仲光-基金经理,人民币,1299934,无, , ,0.9244,,,交易所业务
2012-12-11,1,德邦优化配置,600823,世茂股份,卖出,150000,1521544,49,10.14362667,10.11,10.21,10.19,10.08,8.0384,0,19020897,10.14362667,上交所A,1866033,10000000,缺省组合,150000,10.29,10.06,21,高继萍-交易员,股票资产,-1.85,7.9993,-0.4866,150000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,1521544,无, , ,1.0820,,,交易所业务
2012-12-11,1,德邦优化配置,601166,兴业银行,卖出,129920,1828370.19,29,14.07304641,14.06,14.09,14.11,14.04,0.2056,200000,891578488,14.07304641,上交所A,63178690,10000000,缺省组合,129920,14.23,14.01,8,高继萍-交易员,股票资产,-0.9873,0.2051,-0.2764,129920,1,缺省单元,人民币,24978,可交易,1,N/A,39.37924345,白仲光-基金经理,人民币,1828370.19,无, , ,1.3002,,,交易所业务
2012-12-11,1,德邦优化配置,601169,北京银行,卖出,500000,4027914.3,18,8.0558286,8.01,8.09,8.12,8.14,1.0669,0,380493379,8.0558286,上交所A,46862642,10000000,缺省组合,500000,8.19,7.99,2,高继萍-交易员,股票资产,1.118,1.0586,-0.7821,500000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,4027914.3,无, , ,2.8644,,,交易所业务
2012-12-11,1,德邦优化配置,601766,中国南车,买入,194987,955436.3,27,4.9,4.9,4.9,4.91,4.91,0.8073,1144987,118678896,4.9,上交所A,24152173,10000000,缺省组合,200000,4.97,4.89,4,罗韵峰,股票资产,-1.6032,0.8051,0.2808,200000,1,缺省单元,人民币,24978,可交易,1,N/A,20.52494737,白仲光-基金经理,人民币,955436.3,无, , ,0.6794,,,交易所业务
2012-12-11,1,德邦优化配置,000046,泛海建设,卖出,441127,1726588.84,63,3.914040265,3.9,3.96,3.97,3.96,7.4205,0,23606618,3.914040265,深交所A,5944746,10000000,缺省组合,441127,4.02,3.9,8,高继萍-交易员,股票资产,-0.5025,7.314,-1.4354,441127,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,1726588.84,无, , ,1.2278,,,交易所业务
2012-12-11,1,德邦优化配置,000069,华侨城Ａ,卖出,500000,3086770.41,46,6.17354082,6.12,6.2,6.18,6.19,1.5266,0,202558608.7,6.17354082,深交所A,32751981,10000000,缺省组合,500000,6.23,6.12,13,高继萍-交易员,股票资产,-0.4823,1.5239,-0.1795,500000,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,3086770.41,无, , ,2.1951,,,交易所业务
2012-12-11,1,德邦优化配置,002024,苏宁电器,买入,200000,1246000,9,6.23,6.23,6.23,6.24,6.19,0.3804,726400,327836589.2,6.23,深交所A,52575357,10000000,缺省组合,200000,6.31,6.18,2,罗韵峰,股票资产,-2.057,0.3801,0.0898,200000,1,缺省单元,人民币,391852,可交易,1,N/A,37.99392097,白仲光-基金经理,人民币,1246000,无, , ,0.8861,,,交易所业务
2012-12-11,1,德邦优化配置,300145,南方泵业,买入,99983,1728440.9,74,17.28734785,17.2,17.3,17.35,17.16,10.3684,488683,16735243.85,17.28734785,深交所A,964303,10000000,缺省组合,99983,17.72,17.16,115,罗韵峰,股票资产,-2.7762,10.3281,0.3889,100000,1,缺省单元,人民币,391852,可交易,1,N/A,25.72240803,白仲光-基金经理,人民币,1728440.9,无, , ,1.2292,,,交易所业务
2012-12-11,3,德邦佰睿吉1号,002587,奥拓电子,买入,200000,2400000,7,12,12,12,11.93,11.85,2.6961,601500,88510356.3,12,深交所A,7418067,30000000,缺省组合,200000,12.45,11.25,9,罗韵峰,股票资产,3.7653,2.7115,-0.5724,200000,2,缺省单元,人民币,210301,可交易,77010500,N/A,49.8132005,余鹏举,人民币,2400000,无, , ,6.5217,,,交易所业务
2012-12-12,1,德邦优化配置,601166,兴业银行,卖出,150000,2146500,32,14.31,14.31,14.31,14.18,14.16,0.2086,50000,1019705833,14.31,上交所A,71919948,10000000,缺省组合,200000,14.34,14.02,4,罗韵峰,股票资产,0.8547,0.2105,0.9289,200000,1,缺省单元,人民币,24978,可交易,1,N/A,75,白仲光-基金经理,人民币,2146500,无, , ,1.5470,,,交易所业务
2012-12-12,3,德邦佰睿吉1号,002587,奥拓电子,买入,18990,226490,9,11.92680358,11.9,11.95,11.78,11.92,0.5458,620490,40973803.7,11.92680358,深交所A,3479520,30000000,缺省组合,18990,12.08,11.55,4,罗韵峰,股票资产,0.5907,0.5528,-1.2832,19000,2,缺省单元,人民币,210301,可交易,77010500,N/A,3.157107232,余鹏举,人民币,226490,无, , ,0.6093,,,交易所业务
2012-12-13,1,德邦优化配置,600111,包钢稀土,买入,100000,3232143,62,32.32143,32.16,32.45,32.25,31.89,0.4066,100000,793063567,32.32143,上交所A,24594545,10000000,缺省组合,100000,32.76,31.86,10,罗韵峰,股票资产,-2.6557,0.4076,-0.2354,100000,1,缺省单元,人民币,24978,可交易,1,N/A,0,白仲光-基金经理,人民币,3232143,无, , ,2.3628,,,交易所业务
2012-12-13,1,德邦优化配置,600259,广晟有色,买入,100000,3904010,25,39.0401,39,39.2,39.04,38.41,3.0234,100000,129128751,39.0401,上交所A,3307520,10000000,缺省组合,100000,39.9,38.36,12,罗韵峰,股票资产,-3.0295,3.0233,0.0023,100000,1,缺省单元,人民币,24978,可交易,1,N/A,0,白仲光-基金经理,人民币,3904010,无, , ,2.8540,,,交易所业务
2012-12-13,1,德邦优化配置,600884,杉杉股份,买入,50000,435000,10,8.7,8.7,8.7,8.83,8.81,1.0841,449956,4.07E+07,8.7,上交所A,4612242,10000000,缺省组合,200000,9,8.7,3,罗韵峰,股票资产,-2.7594,1.0687,1.4164,200000,1,缺省单元,人民币,24978,可交易,1,N/A,12.50137515,白仲光-基金经理,人民币,435000,无, , ,0.3180,,,交易所业务
2012-12-13,1,德邦优化配置,002672,东江环保,买入,20000,1049951,14,52.49755,52.48,52.5,52.35,52.5,8.985,93000,11653688.61,52.49755,深交所A,222594,10000000,缺省组合,20000,53.2,51.7,4,罗韵峰,股票资产,-0.9247,9.0096,-0.2741,20000,1,缺省单元,人民币,391852,可交易,1,N/A,27.39726027,白仲光-基金经理,人民币,1049951,无, , ,0.7676,,,交易所业务
2012-12-13,3,德邦佰睿吉1号,002587,奥拓电子,买入,10000,117000,4,11.7,11.7,11.7,11.64,11.39,0.2392,630490,48677425.27,11.7,深交所A,4180548,30000000,缺省组合,10000,11.85,11.38,1,罗韵峰,股票资产,-4.4463,0.2404,-0.4827,10000,2,缺省单元,人民币,210301,可交易,77010500,N/A,1.611629519,余鹏举,人民币,117000,无, , ,0.3211,,,交易所业务
2012-12-14,1,德邦优化配置,122883,10楚雄债,债券卖出,50000,4890038.6,95,97.800772,97.8,97.85,97.83,97.83,38.4408,0,12725341,98.76690899,上交所A,130070,10000000,缺省组合,50000,97.95,97.79,42,罗韵峰,债券资产,-0.0204,38.4276,-0.0345,50000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,4890038.6,无, , ,3.4803,,,交易所业务
2012-12-14,1,德邦优化配置,600036,招商银行,卖出,199935,2243270.7,11,11.22,11.22,11.22,11.42,11.7,0.1212,0,1884483350,11.22,上交所A,165003971,10000000,缺省组合,199935,11.75,10.92,1,罗韵峰,股票资产,7.6357,0.119,-1.7582,199935,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2243270.7,无, , ,1.5966,,,交易所业务
2012-12-14,1,德邦优化配置,601166,兴业银行,卖出,50000,715000,1,14.3,14.3,14.3,14.68,15.2,0.0293,0,2504201884,14.3,上交所A,170600782,10000000,缺省组合,50000,15.32,13.92,1,罗韵峰,股票资产,9.117,0.0286,-2.5799,50000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,715000,无, , ,0.5089,,,交易所业务
2012-12-14,1,德邦优化配置,601877,正泰电器,卖出,139382,2325219.85,99,16.68235389,16.65,16.75,16.99,17.18,4.5078,0,52548560,16.68235389,上交所A,3092022,10000000,缺省组合,139382,17.2,16.55,28,罗韵峰,股票资产,2.9359,4.4249,-1.8388,139382,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2325219.85,无, , ,1.6549,,,交易所业务
2012-12-17,1,德邦优化配置,601718,际华集团,买入,1000000,2940000,57,2.94,2.94,2.94,2.94,2.95,5.636,1872567,52231006,2.94,上交所A,17743188,10000000,缺省组合,1000000,2.96,2.92,11,罗韵峰,股票资产,0.3401,5.6288,0.1257,1000000,1,缺省单元,人民币,24978,可交易,1,N/A,114.60438,白仲光-基金经理,人民币,2940000,无, , ,2.1341,,,交易所业务
2012-12-17,1,德邦优化配置,601766,中国南车,买入,200000,994000,2,4.97,4.97,4.97,4.99,4.96,0.297,1344987,335773634,4.97,上交所A,67329967,10000000,缺省组合,200000,5.08,4.92,1,罗韵峰,股票资产,-1.5873,0.296,0.3409,200000,1,缺省单元,人民币,24978,可交易,1,N/A,17.46744723,白仲光-基金经理,人民币,994000,无, , ,0.7215,,,交易所业务
2012-12-17,1,德邦优化配置,601989,中国重工,买入,1000000,4360000,152,4.36,4.36,4.36,4.37,4.35,2.4516,1000000,178221724,4.36,上交所A,40789617,10000000,缺省组合,1000000,4.42,4.32,5,罗韵峰,股票资产,0.2304,2.4464,0.2128,1000000,1,缺省单元,人民币,24978,可交易,1,N/A,0,白仲光-基金经理,人民币,4360000,无, , ,3.1649,,,交易所业务
2012-12-17,1,德邦优化配置,002672,东江环保,买入,7000,366800,10,52.4,52.4,52.4,52.87,52.3,1.2165,100000,30424619.75,52.4,深交所A,575442,10000000,缺省组合,7000,54.29,52.25,7,罗韵峰,股票资产,-2.9865,1.2056,0.8922,7000,1,缺省单元,人民币,391852,可交易,1,N/A,7.52688172,白仲光-基金经理,人民币,366800,无, , ,0.2663,,,交易所业务
2012-12-18,3,德邦佰睿吉1号,601166,兴业银行,卖出,500000,7654832.02,21,15.30966404,15.3,15.32,15.44,15.33,0.4423,0,1745852822,15.30966404,上交所A,113038006,30000000,缺省组合,500000,15.68,15.16,6,罗韵峰,股票资产,0.1961,0.4385,-0.8747,500000,2,缺省单元,人民币,22420,可交易,77010500,N/A,100,余鹏举,人民币,7654832.02,无, , ,19.5690,,,交易所业务
2012-12-18,3,德邦佰睿吉1号,002587,奥拓电子,买入,369650,4625672.9,231,12.51365589,12.39,12.6,12.58,12.83,6.4409,1000140,72219547.95,12.51365589,深交所A,5739128,30000000,缺省组合,669650,12.96,12.18,131,罗韵峰,股票资产,5.5967,6.405,0.5563,669650,2,缺省单元,人民币,210301,可交易,77010500,N/A,58.62900284,余鹏举,人民币,4625672.9,无, , ,11.8252,,,交易所业务
2012-12-19,1,德邦优化配置,600111,包钢稀土,卖出,100000,3585251.9,125,35.852519,35.85,35.86,36.21,35.79,0.1427,0,2537544719,35.852519,上交所A,70077875,10000000,缺省组合,100000,36.95,35.7,8,罗韵峰,股票资产,-1.0506,0.1413,-0.9884,100000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,3585251.9,无, , ,2.6737,,,交易所业务
2012-12-19,1,德邦优化配置,600259,广晟有色,卖出,100000,4926019.81,101,49.2601981,49.01,49.58,49.54,49.22,0.5681,0,872101209,49.2601981,上交所A,17602447,10000000,缺省组合,100000,51.28,47.06,42,罗韵峰,股票资产,3.5121,0.5648,-0.5734,100000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,4926019.81,无, , ,3.6735,,,交易所业务
2012-12-19,1,德邦优化配置,600309,烟台万华,卖出,150000,2160000,32,14.4,14.4,14.4,14.3,14.4,1.6903,0,126860221,14.4,上交所A,8874059,10000000,缺省组合,150000,14.44,14.11,2,罗韵峰,股票资产,-0.277,1.7027,0.7303,150000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2160000,无, , ,1.6108,,,交易所业务
2012-12-19,1,德邦优化配置,000039,中集集团,卖出,216458,2329705.25,77,10.76285122,10.75,10.8,10.76,10.7,1.6204,0,143786100,10.76285122,深交所A,13358427,10000000,缺省组合,216458,10.89,10.66,1,罗韵峰,股票资产,-1.7447,1.6203,-0.0074,216458,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,2329705.25,无, , ,1.7374,,,交易所业务
2012-12-19,1,德邦优化配置,000755,山西三维,卖出,299943,1495118.23,95,4.984674521,4.97,5,4.99,4.97,9.4476,0,15840019.43,4.984674521,深交所A,3174808,10000000,缺省组合,299943,5.04,4.95,7,罗韵峰,股票资产,0,9.4389,-0.0922,299943,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,1495118.23,无, , ,1.1150,,,交易所业务
2012-12-19,1,德邦优化配置,300145,南方泵业,卖出,11601,220143.95,8,18.97629084,18.95,19.09,18.98,18.95,0.8261,477082,26656464.38,18.97629084,深交所A,1404353,10000000,缺省组合,54500,19.29,18.61,30,罗韵峰,股票资产,0.6908,0.8259,-0.0263,100000,1,缺省单元,人民币,391852,可交易,1,N/A,2.373931567,白仲光-基金经理,人民币,220143.95,无, , ,0.1642,,,交易所业务
2012-12-19,3,德邦佰睿吉1号,002571,德力股份,买入,12990,201119.3,3,15.4826251,15.47,15.49,15.55,15.6,4.1087,500825,4914868.62,15.4826251,深交所A,316162,30000000,缺省组合,12990,15.72,15.4,3,罗韵峰,股票资产,0.0641,4.0921,0.404,13000,2,缺省单元,人民币,210301,可交易,77010500,N/A,2.662785573,余鹏举,人民币,201119.3,无, , ,0.5165,,,交易所业务
2012-12-19,3,德邦佰睿吉1号,002587,奥拓电子,买入,114600,1431482,65,12.49111693,12.41,12.5,12.73,12.5,2.1868,1114740,66711873.29,12.49111693,深交所A,5240632,30000000,缺省组合,200000,13.12,12.3,58,罗韵峰,股票资产,-2.5721,2.1458,1.8744,200000,2,缺省单元,人民币,210301,可交易,77010500,N/A,11.45839582,余鹏举,人民币,1431482,无, , ,3.6766,,,交易所业务
2012-12-20,1,德邦优化配置,601989,中国重工,买入,300000,1329000,35,4.43,4.43,4.43,4.45,4.43,0.579,1300000,230346647,4.43,上交所A,51817925,10000000,缺省组合,300000,4.53,4.38,6,罗韵峰,股票资产,-1.3363,0.577,0.3442,300000,1,缺省单元,人民币,24978,可交易,1,N/A,30,白仲光-基金经理,人民币,1329000,无, , ,0.9901,,,交易所业务
2012-12-20,1,德邦优化配置,300145,南方泵业,卖出,149972,2921884.1,165,19.48286413,19.3,19.78,19.05,19.35,4.409,327110,64783341.13,19.48286413,深交所A,3401464,10000000,缺省组合,149972,19.78,18.3,133,罗韵峰,股票资产,2.1108,4.5102,2.2955,149972,1,缺省单元,人民币,391852,可交易,1,N/A,31.43526689,白仲光-基金经理,人民币,2921884.1,无, , ,2.1769,,,交易所业务
2012-12-20,3,德邦佰睿吉1号,002587,奥拓电子,买入,56500,703467.91,68,12.45075947,12.36,12.5,12.57,12.75,2.4868,1171240,28569659.06,12.45075947,深交所A,2272036,30000000,缺省组合,60600,12.77,12.3,46,罗韵峰,股票资产,2,2.4623,0.9837,250000,2,缺省单元,人民币,210301,可交易,77010500,N/A,5.068446454,余鹏举,人民币,703467.91,无, , ,1.7623,,,交易所业务
2012-12-21,1,德邦优化配置,600418,江淮汽车,卖出,349988,2216680.99,142,6.333591409,6.25,6.39,6.37,6.33,2.2049,0,1.01E+08,6.333591409,上交所A,15873478,10000000,缺省组合,349988,6.49,6.23,136,罗韵峰,股票资产,1.6051,2.1918,-0.5933,349988,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2216680.99,无, , ,1.6730,,,交易所业务
2012-12-21,1,德邦优化配置,000402,金 融 街,卖出,450000,2746264.8,139,6.102810667,6.1,6.12,6.09,6.06,1.5184,0,180502731.1,6.102810667,深交所A,29636248,10000000,缺省组合,450000,6.17,6.03,101,罗韵峰,股票资产,-0.6557,1.5215,0.2003,450000,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,2746264.8,无, , ,2.0726,,,交易所业务
2012-12-21,1,德邦优化配置,000550,江铃汽车,卖出,180000,3060095.3,153,17.00052944,16.9,17.11,17.01,16.63,6.456,0,47415100.28,17.00052944,深交所A,2788085,10000000,缺省组合,180000,17.3,16.6,169,罗韵峰,股票资产,-1.5394,6.4538,-0.0341,180000,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,3060095.3,无, , ,2.3095,,,交易所业务
2012-12-21,1,德邦优化配置,002024,苏宁电器,卖出,500000,3260319.5,92,6.520639,6.5,6.54,6.46,6.43,1.0191,226400,316967190.3,6.520639,深交所A,49060590,10000000,缺省组合,500000,6.56,6.39,53,罗韵峰,股票资产,-0.6182,1.0286,0.9271,500000,1,缺省单元,人民币,391852,可交易,1,N/A,68.83259912,白仲光-基金经理,人民币,3260319.5,无, , ,2.4606,,,交易所业务
2012-12-21,3,德邦佰睿吉1号,002587,奥拓电子,买入,88140,1109120,46,12.58361697,12.5,12.6,12.78,13.14,3.3717,1259380,33397556.01,12.58361697,深交所A,2614139,30000000,缺省组合,100140,13.17,12.5,41,罗韵峰,股票资产,3.0588,3.321,1.5036,200000,2,缺省单元,人民币,210301,可交易,77010500,N/A,7.525357741,余鹏举,人民币,1109120,无, , ,2.6814,,,交易所业务
2012-12-25,1,德邦优化配置,600426,华鲁恒升,卖出,399949,2960301.82,73,7.401698267,7.4,7.41,7.41,7.42,2.0908,0,141683183,7.401698267,上交所A,19129073,10000000,缺省组合,399949,7.57,7.17,82,罗韵峰,股票资产,2.7701,2.0894,-0.0675,399949,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2960301.82,无, , ,2.2131,,,交易所业务
2012-12-25,1,德邦优化配置,002024,苏宁电器,卖出,226400,1471600,7,6.5,6.5,6.5,6.58,6.65,0.2477,0,601972002.9,6.5,深交所A,91417175,10000000,缺省组合,226400,6.74,6.37,1,罗韵峰,股票资产,3.7441,0.2445,-1.2893,226400,1,缺省单元,人民币,391852,可交易,1,N/A,100,白仲光-基金经理,人民币,1471600,无, , ,1.1001,,,交易所业务
2012-12-25,1,德邦优化配置,002672,东江环保,卖出,10000,600227,10,60.0227,60,60.04,59.43,59.98,0.5755,90000,103267308.4,60.0227,深交所A,1737488,10000000,缺省组合,10000,61.99,56.51,3,罗韵峰,股票资产,5.5428,0.5812,0.9892,10000,1,缺省单元,人民币,391852,可交易,1,N/A,10,白仲光-基金经理,人民币,600227,无, , ,0.4487,,,交易所业务
2012-12-25,1,德邦优化配置,300145,南方泵业,卖出,12661,243139.2,2,19.20379117,19.2,19.24,19.09,19.2,0.4403,314449,54895245.67,19.20379117,深交所A,2875598,10000000,缺省组合,62661,19.55,18.7,18,罗韵峰,股票资产,1.0526,0.4429,0.5961,62661,1,缺省单元,人民币,391852,可交易,1,N/A,3.870563419,白仲光-基金经理,人民币,243139.2,无, , ,0.1818,,,交易所业务
2012-12-25,3,德邦佰睿吉1号,002690,美亚光电,卖出,251917,6192389.53,140,24.58107047,24.5,24.8,24.47,24.85,5.2936,100000,116440250.2,24.58107047,深交所A,4758860,30000000,缺省组合,251917,25,23.9,91,罗韵峰,股票资产,1.4286,5.3181,0.4618,251917,2,缺省单元,人民币,210301,可交易,77010500,N/A,71.58420878,余鹏举,人民币,6192389.53,无, , ,14.7884,,,交易所业务
2012-12-26,1,德邦优化配置,113003,重工转债,债券卖出,30000,3132810.9,12,104.42703,104.4,104.56,104.15,104.6,1.9396,0,161096406,104.42703,上交所A,1546730,10000000,缺省组合,30000,104.77,103.8,9,罗韵峰,债券资产,0.23,1.9447,0.2632,30000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,3132810.9,无, , ,2.3468,,,交易所业务
2012-12-26,1,德邦优化配置,122890,10凯迪债,债券卖出,30000,2874623,26,95.82076667,95.81,95.86,95.83,95.79,39.9574,0,7195276,97.9334242,上交所A,75080,10000000,缺省组合,30000,95.91,95.78,12,罗韵峰,债券资产,-0.1459,39.9515,-0.0146,30000,1,缺省单元,人民币,24978,可交易,1,N/A,100,白仲光-基金经理,人民币,2874623,无, , ,2.1534,,,交易所业务
2012-12-26,1,德邦优化配置,204007,   GC007,融券回购,300000,30000000,6,8,8,8,100,7.395,0.2867,0,10464700000,8,上交所A,104647000,10000000,缺省组合,300000,8.5,6,3,罗韵峰,非资产,2.7083,0.2867,92,300000,1,缺省单元,人民币,24978,可交易,1,N/A,0,白仲光-基金经理,人民币,30000000,无, , ,22.4735,,,交易所业务
2012-12-26,1,德邦优化配置,002672,东江环保,卖出,19950,1221925,11,61.24937343,61,61.5,60.51,61.06,1.5035,70050,80295378.11,61.24937343,深交所A,1326869,10000000,缺省组合,30000,61.55,59.4,4,罗韵峰,股票资产,1.8006,1.5218,1.2138,30000,1,缺省单元,人民币,391852,可交易,1,N/A,22.16666667,白仲光-基金经理,人民币,1221925,无, , ,0.9154,,,交易所业务
2012-12-26,1,德邦优化配置,300145,南方泵业,卖出,129000,2487521.98,107,19.28311612,19.2,19.51,19.26,19.47,7.083,185449,35084728.75,19.28311612,深交所A,1821268,10000000,缺省组合,150000,19.55,18.95,110,罗韵峰,股票资产,1.4062,7.09,0.0997,150000,1,缺省单元,人民币,391852,可交易,1,N/A,41.02414064,白仲光-基金经理,人民币,2487521.98,无, , ,1.8634,,,交易所业务
2012-12-26,3,德邦佰睿吉1号,600837,海通证券,买入,500000,4881786.56,44,9.76357312,9.74,9.79,9.78,9.77,1.0501,500000,465772718,9.76357312,上交所A,47612986,30000000,缺省组合,500000,9.93,9.66,4,罗韵峰,股票资产,-0.6104,1.0481,0.1932,500000,2,缺省单元,人民币,22420,可交易,77010500,N/A,0,余鹏举,人民币,4881786.56,无, , ,11.5886,,,交易所业务
2012-12-28,1,德邦优化配置,600292,九龙电力,卖出,100000,1192723.1,28,11.927231,11.9,11.95,11.84,12.09,2.6654,301200,44429243,11.927231,上交所A,3751754,10000000,缺省组合,100000,12.11,11.59,22,罗韵峰,股票资产,3.4217,2.6845,0.7169,100000,1,缺省单元,人民币,24978,可交易,1,N/A,24.92522433,白仲光-基金经理,人民币,1192723.1,无, , ,0.8983,,,交易所业务
2012-12-28,3,德邦佰睿吉1号,002587,奥拓电子,卖出,259380,3371940,14,13,13,13,13.03,13.06,9.1442,1000000,36952298.22,13,深交所A,2836551,30000000,缺省组合,279380,13.26,12.87,16,罗韵峰,股票资产,-0.3053,9.1251,-0.2088,1018760,2,缺省单元,人民币,210301,可交易,77010500,N/A,20.59584875,余鹏举,人民币,3371940,无, , ,8.0113,,,交易所业务
,,,,,,30193878,721879104.8,,,,,,,,,2.43433E+11,,,5046642859,,,33707483,,,,,,,,,33984162,,,,,,,,,,,721879104.8,,,,,,,
